Name,GP,PTS,FG%,3P%,FT%,REB,AST,STL,BLK,TOV,TARGET_5Yrs
Jaylen Brown,34,4.9,43.18181818181818,36.36363636363636,63.63636363636363,1.8,0.6,0.3,0.3,0.6,0.0
Marquese Chriss,34,7.0,42.85714285714286,28.57142857142857,58.82352941176471,3.3,0.5,0.5,0.5,1.2,0.0
Roshown McLeod,34,4.8,37.5,0.0,84.61538461538463,1.5,0.4,0.1,0.0,0.7,0.0
Bryce Drew,34,3.5,36.8421052631579,35.714285714285715,100.0,0.9,1.5,0.3,0.1,0.9,1.0
Spencer Dinwiddie,34,4.3,30.0,21.05263157894737,90.0,1.4,3.1,0.6,0.2,1.0,0.0
Lawrence Roberts,33,1.5,46.15384615384615,0.0,42.85714285714286,1.5,0.2,0.2,0.1,0.1,0.0
Gerald Brown,33,2.4,37.03703703703704,33.333333333333336,75.0,0.7,0.9,0.1,0.0,0.7,0.0
Dorian Finney-Smith,33,5.2,41.30434782608696,32.142857142857146,75.0,2.8,1.0,0.6,0.3,0.7,0.0
Semaj Christon,33,3.0,32.5,18.18181818181818,60.0,1.4,2.5,0.4,0.1,0.7,0.0
Kris Dunn,33,4.1,36.58536585365854,33.333333333333336,66.66666666666667,2.2,2.4,1.0,0.3,1.2,0.0
Mario Elie,33,7.2,50.0,33.333333333333336,85.18518518518516,3.3,1.4,0.6,0.3,0.9,1.0
Malcolm Delaney,33,5.3,37.735849056603776,14.285714285714286,84.61538461538463,1.6,2.8,0.4,0.0,1.5,0.0
Kyle Anderson,33,2.2,33.33333333333333,33.333333333333336,75.0,2.2,0.8,0.5,0.2,0.3,0.0
Donald Sloan,33,5.5,40.0,12.5,77.77777777777777,2.0,3.2,0.4,0.1,1.5,1.0
Todd Mundt,33,1.1,41.66666666666667,0.0,100.0,0.8,0.1,0.1,0.1,0.1,0.0
C.J. Watson,32,3.7,40.625,37.5,77.77777777777777,1.0,1.1,0.5,0.0,0.6,1.0
Kelvin Upshaw,32,6.8,46.96969696969697,20.0,75.0,1.5,3.7,0.8,0.1,1.7,0.0
Mitch McGary,32,6.3,53.84615384615385,0.0,61.53846153846153,5.2,0.4,0.5,0.5,1.0,0.0
Malcolm Brogdon,32,8.3,46.3768115942029,42.857142857142854,81.81818181818181,2.5,3.6,1.0,0.1,1.5,0.0
Tyler Johnson,32,5.9,42.307692307692314,40.0,66.66666666666667,2.5,1.3,1.0,0.3,0.9,0.0
Adreian Payne,32,6.7,40.57971014492753,0.0,64.28571428571429,5.1,0.9,0.6,0.3,1.4,0.0
Corey Benjamin,31,3.8,36.8421052631579,20.0,69.23076923076923,1.3,0.3,0.3,0.3,0.7,0.0
Dionte Christmas,31,2.3,35.0,30.0,75.0,1.2,0.3,0.1,0.1,0.2,0.0
Dewayne Dedmon,31,3.1,44.44444444444444,0.0,70.0,4.1,0.2,0.2,0.7,0.6,0.0
James Young,31,3.4,36.36363636363637,23.80952380952381,55.55555555555556,1.4,0.4,0.3,0.1,0.2,0.0
Scott Hastings,31,1.2,33.333333333333336,0.0,66.66666666666667,1.3,0.1,0.2,0.0,0.3,1.0
Rodney McGruder,30,5.8,39.62264150943396,30.769230769230766,70.0,3.5,1.5,0.7,0.3,0.7,0.0
J.R. Henderson,30,3.2,37.5,50.0,53.333333333333336,1.6,0.7,0.3,0.1,0.6,0.0
Rondae Hollis-Jefferson,29,5.8,45.83333333333334,20.0,72.22222222222221,5.3,1.5,1.3,0.6,0.9,0.0
Anthony Brown,29,4.0,30.232558139534884,29.166666666666668,85.71428571428572,2.4,0.7,0.5,0.2,0.5,0.0
Keon Clark,28,3.3,44.827586206896555,0.0,61.53846153846153,3.4,0.4,0.4,1.1,0.8,1.0
Solomon Hill,28,1.7,42.85714285714286,37.5,66.66666666666667,1.5,0.4,0.2,0.1,0.5,0.0
Jarell Martin,27,5.7,46.51162790697675,0.0,73.91304347826087,3.2,0.6,0.3,0.3,0.7,0.0
Maalik Wayns,27,2.8,30.303030303030305,27.27272727272727,85.71428571428572,0.3,1.0,0.2,0.0,0.6,0.0
Lorenzo Williams,27,1.3,46.15384615384615,0.0,33.333333333333336,2.0,0.2,0.2,0.6,0.3,1.0
Garrett Temple,27,5.0,43.24324324324324,35.714285714285715,68.42105263157895,1.1,0.8,0.5,0.2,1.0,1.0
Toby Bailey,27,2.9,40.625,0.0,60.0,2.0,0.5,0.3,0.1,0.4,0.0
Jordan Hamilton,26,4.4,41.86046511627907,38.888888888888886,50.0,2.4,0.8,0.1,0.1,0.6,1.0
Mickell Gladness,26,2.2,43.47826086956522,0.0,40.0,2.2,0.2,0.1,0.8,0.3,0.0
Patrick McCaw,26,2.8,39.28571428571429,40.0,50.0,1.0,1.0,0.4,0.3,0.6,0.0
Nick Fazekas,26,4.1,56.25,0.0,75.0,3.4,0.4,0.3,0.4,0.5,0.0
Nazr Mohammed,26,1.6,37.5,0.0,62.5,1.4,0.1,0.2,0.1,0.5,1.0
Jelani McCoy,26,5.1,75.86206896551725,0.0,50.0,3.0,0.2,0.4,0.8,0.4,1.0
Lester Hudson,25,2.3,38.095238095238095,33.333333333333336,80.0,0.7,0.5,0.3,0.1,0.6,0.0
Billy Thomas,25,3.7,36.8421052631579,31.818181818181817,75.0,1.4,0.7,0.6,0.0,0.4,0.0
Noah Vonleh,25,3.3,40.0,40.0,70.0,3.4,0.2,0.2,0.4,0.4,0.0
Jabari Parker,25,12.3,49.523809523809526,33.333333333333336,69.23076923076923,5.5,1.7,1.2,0.2,1.9,0.0
Isaiah Whitehead,25,6.7,40.625,27.77777777777778,75.0,2.2,3.0,0.7,0.5,2.2,0.0
Peyton Siva,24,2.3,33.333333333333336,30.0,83.33333333333334,0.6,1.4,0.4,0.0,0.8,0.0
Tharon Mayes,24,4.1,31.707317073170735,35.294117647058826,66.66666666666667,0.7,1.5,0.7,0.1,1.3,0.0
Ruben Patterson,24,2.7,42.857142857142854,0.0,69.23076923076923,1.3,0.1,0.2,0.1,0.5,1.0
Ricky Wilson,24,5.2,39.130434782608695,36.36363636363636,70.58823529411765,1.1,2.9,1.0,0.1,1.0,0.0
Marlon Garnett,24,2.1,28.57142857142857,30.0,75.0,0.9,0.8,0.2,0.0,0.5,0.0
Chris McCullough,24,4.7,40.0,35.714285714285715,50.0,2.8,0.4,1.2,0.5,0.6,0.0
Troy Williams,24,5.3,41.1764705882353,23.529411764705884,60.0,1.8,0.8,1.0,0.4,1.1,0.0
Damon Jones,24,5.2,36.0,38.46153846153846,85.71428571428572,1.8,1.8,0.5,0.0,0.7,1.0
Todd Mitchell,24,5.1,45.0,0.0,55.55555555555555,2.1,0.9,0.7,0.1,1.4,0.0
Matt Freije,23,4.0,29.09090909090909,26.086956521739133,66.66666666666667,2.7,0.9,0.6,0.1,0.7,0.0
C.J. Miles,23,3.4,36.36363636363637,22.22222222222222,80.0,1.7,0.7,0.3,0.1,0.4,1.0
Jim Johnstone,23,1.3,38.46153846153846,0.0,44.44444444444444,2.0,0.5,0.1,0.3,0.7,0.0
Jeremy Lamb,23,3.1,33.333333333333336,30.769230769230766,100.0,0.8,0.2,0.1,0.1,0.3,1.0
Darren Morningstar,23,4.2,47.22222222222222,0.0,61.53846153846153,3.5,0.7,0.6,0.1,0.8,0.0
Earl Boykins,22,3.0,38.888888888888886,12.5,100.0,0.8,1.5,0.3,0.0,0.9,1.0
Mustafa Shakur,22,2.3,37.03703703703704,0.0,57.142857142857146,1.0,1.1,0.2,0.1,0.8,0.0
Denzel Valentine,22,2.5,26.666666666666668,26.315789473684212,75.0,1.6,0.5,0.3,0.1,0.4,0.0
Lari Ketner,22,1.5,40.0,0.0,80.0,1.5,0.0,0.2,0.1,0.5,0.0
Wade Baldwin,22,3.5,31.578947368421055,12.5,76.92307692307692,1.5,2.1,0.6,0.3,1.3,0.0
Nate Johnston,21,2.2,39.130434782608695,0.0,66.66666666666667,1.1,0.0,0.1,0.4,0.3,0.0
Joe Crispin,21,3.8,37.5,36.8421052631579,100.0,0.5,1.2,0.2,0.0,0.5,0.0
Mike Williams,21,0.7,33.333333333333336,0.0,33.333333333333336,1.1,0.1,0.1,0.3,0.1,0.0
Taurean Waller-Prince,20,3.4,38.70967741935484,33.333333333333336,85.71428571428572,2.0,0.7,0.3,0.3,0.7,0.0
Andre Spencer,20,9.4,45.1219512195122,0.0,77.77777777777777,4.1,1.2,0.8,0.3,1.3,0.0
Anthony Tolliver,19,2.7,29.411764705882355,22.727272727272727,60.0,2.2,0.9,0.3,0.1,0.4,1.0
Adam Harrington,19,1.6,31.578947368421055,42.85714285714286,100.0,0.4,0.6,0.1,0.1,0.1,0.0
Stephen Thompson,19,1.6,36.8421052631579,0.0,50.0,1.0,0.4,0.3,0.2,0.3,0.0
Malcolm Lee,19,3.3,38.70967741935484,20.0,77.77777777777777,1.4,1.6,0.4,0.2,0.9,0.0
Cole Aldrich,18,1.0,50.0,0.0,50.0,1.9,0.2,0.3,0.4,0.4,1.0
Gerald Fitch,18,4.7,34.69387755102041,28.571428571428573,69.23076923076923,1.7,1.8,0.4,0.3,0.8,0.0
Marcus Landry,18,2.4,37.5,31.25,66.66666666666667,1.1,0.0,0.1,0.1,0.3,0.0
Matt Carroll,16,1.2,40.0,50.0,75.0,0.4,0.1,0.1,0.0,0.4,1.0
Howard Wright,15,3.6,41.935483870967744,0.0,68.75,3.0,0.2,0.3,0.3,0.7,0.0
Kay Felder,15,5.4,43.90243902439025,50.0,75.0,1.3,1.9,0.4,0.2,0.7,0.0
Bruce Kuczenski,15,1.9,28.0,0.0,62.5,1.5,0.5,0.1,0.1,1.0,0.0
Demetris Nichols,14,1.1,25.0,22.22222222222222,0.0,0.4,0.1,0.0,0.2,0.3,0.0
Cedric Jackson,12,1.7,29.411764705882355,20.0,60.0,0.7,1.2,0.3,0.2,0.9,0.0
Caris LeVert,12,4.7,36.36363636363636,30.769230769230766,70.0,2.6,1.3,0.9,0.2,0.6,0.0
James Thomas,11,2.4,61.111111111111114,0.0,40.0,3.4,0.4,0.4,0.4,0.6,0.0
Sheldon McClellan,11,4.8,40.54054054054054,21.42857142857143,93.75,0.9,0.8,0.5,0.1,0.2,0.0
